id,airline,destination,phone
3023,UNITED,PORTLAND,(299) 137-6993
3032,UNITED,PORTLAND,714 950 3364
1183,SOUTHWEST,LAS VEGAS,653-786-5985
2354,UNITED,AUSTIN,518 286 5956
2751,AIR FRANCE/KLM,PARIS-DE GAULLE,194 960 2145
3232,AMERICAN,PHOENIX,362-136-1153
1287,JETBLUE,NEW YORK-JFK,376-456-0697
852,ALASKA,PORTLAND,657 832 1189
3180,AMERICAN,DALLAS-FT. WORTH,962-918-6117
2501,ALASKA,SALT LAKE CITY,692 929 3592
3277,SOUTHWEST,DENVER,805-877-3887
556,ALASKA,SEATTLE,(739) 710-2966
810,ALASKA,BALTIMORE,819 732 4132
481,ALASKA,PORTLAND,367 221 9710
350,ALASKA,NEWARK,361 154 1789
1789,UNITED,RALEIGH-DURHAM,680 488 1182
1256,UNITED INTL,TOKYO-NARITA,928 638 1186
2763,CATHAY PACIFIC,HONG KONG,588-693-9875
1442,UNITED,PORTLAND,681-308-7915
1229,ANA ALL NIPPON,TOKYO-NARITA,783 647 8490
969,LUFTHANSA,MUNICH,897 847 0632
1025,AIR CANADA,VANCOUVER,150 952 4453
1926,AIR FRANCE/KLM,PARIS-DE GAULLE,322-884-3020
2093,AMERICAN,PHILADELPHIA,176-313-5403
2812,DELTA,LOS ANGELES,487 109 4196
334,SOUTHWEST,PHOENIX,(477) 182-4689
343,ALASKA,SAN DIEGO,544 382 8289
196,AMERICAN,LOS ANGELES,781 543 7456
337,SOUTHWEST,PHOENIX,911 829 6476
2682,UNITED,CHICAGO-O'HARE,(525) 362-5532
1799,ALASKA,RALEIGH-DURHAM,517 986 3426
1951,AIR FRANCE/KLM,PARIS-DE GAULLE,838 220 5397
1673,EMIRATES,DUBAI,(687) 887-6766
1813,UNITED INTL,LONDON HEATHROW,179 163 0902
1929,AIR FRANCE/KLM,PARIS-DE GAULLE,539 137 8983
1736,AIR CANADA,TORONTO,733-154-0094
2282,WOW,REYKJAVIK,639 881 3693
2788,WOW,REYKJAVIK,291-830-3017
2941,TURKISH AIRLINES,ISTANBUL,(637) 100-0509
1653,VIRGIN ATLANTIC,LONDON HEATHROW,750 520 0167
2186,QANTAS,SYDNEY,676 485 8963
1719,AIR FRANCE/KLM,PARIS-DE GAULLE,135 566 5090
1440,UNITED,PORTLAND,337 260 4996
1343,UNITED INTL,KANSAI,371 185 2377
874,AMERICAN,DALLAS-FT. WORTH,280 461 1386
3144,UNITED,SAN DIEGO,(603) 149-7268
1313,JETBLUE,NEW YORK-JFK,(364) 792-5553
2530,JETBLUE,BOSTON,496-429-1314
2699,SOUTHWEST,DENVER,459 671 4698
545,EMIRATES,DUBAI,486-268-3312
1785,UNITED,RALEIGH-DURHAM,497-518-4050
2896,DELTA,SALT LAKE CITY,(535) 685-8273
2323,QANTAS,SYDNEY,859 495 4050
826,ALASKA,NASHVILLE,(826) 738-8316
694,AIR FRANCE/KLM,PARIS-DE GAULLE,724-134-3870
660,UNITED INTL,MUNICH,(554) 269-8937
822,ALASKA,NASHVILLE,125-578-4253
1234,SOUTHWEST,LAS VEGAS,614 800 2861
982,LUFTHANSA,MUNICH,487-232-4449
1515,DELTA,LOS ANGELES,(298) 135-0900
3097,UNITED,SPOKANE,(392) 183-7831
2462,UNITED,CHICAGO-O'HARE,(606) 596-1029
1538,DELTA,NEW YORK-JFK,(384) 953-4795
2330,DELTA,MINNEAPOLIS-ST. PAUL,(855) 811-8811
2297,QANTAS,SYDNEY,253-374-7102
2005,AIR FRANCE/KLM,PARIS-DE GAULLE,(419) 295-9580
1459,UNITED,PORTLAND,802 102 8345
1318,UNITED INTL,LONDON HEATHROW,417 393 0050
3178,AMERICAN,DALLAS-FT. WORTH,787-624-8443
320,SOUTHWEST,LOS ANGELES,(919) 486-4251
605,ALASKA,WASHINGTON DC-DULLES,341 824 5322
1590,UNITED INTL,HONG KONG,415 551 1608
292,SOUTHWEST,LOS ANGELES,(392) 495-7961
1635,KOREAN AIR,SEOUL,473-238-3324
2820,DELTA,LOS ANGELES,(506) 760-3043
2068,AMERICAN,PHILADELPHIA,876-834-0624
2387,UNITED INTL,BEIJING,919 611 6170
3121,ALASKA,NEWARK,(146) 699-3488
1032,AIR CANADA,VANCOUVER,261 434 7760
2255,UNITED,LOS ANGELES,617 310 2684
555,EMIRATES,DUBAI,182-535-3412
718,CATHAY PACIFIC,HONG KONG,506 129 1694
2748,AIR FRANCE/KLM,PARIS-DE GAULLE,(302) 339-0791
264,AIR CANADA,TORONTO,(446) 229-4342
2317,QANTAS,SYDNEY,(249) 602-6985
2076,JETBLUE,LONG BEACH,(150) 905-6938
2177,FRONTIER,DENVER,313 990 8823
3076,PHILIPPINE AIRLINES,MANILA,656-941-5355
827,ALASKA,SEATTLE,(116) 689-6617
1980,CATHAY PACIFIC,HONG KONG,955 324 5981
432,UNITED,HONOLULU,175 808 2189
2318,QANTAS,SYDNEY,(896) 993-8555
3256,UNITED,SAN DIEGO,105-687-6500
1571,DELTA,DETROIT,757 524 2964
3268,UNITED,LAS VEGAS,201 374 2424
2636,JETBLUE,NEW YORK-JFK,(466) 912-8401
2327,DELTA,MINNEAPOLIS-ST. PAUL,766 112 6143
1164,SOUTHWEST,LOS ANGELES,783-463-4865
2950,SOUTHWEST,SAN DIEGO,853-803-9900
1670,EMIRATES,DUBAI,(347) 851-5388
700,AIR FRANCE/KLM,PARIS-DE GAULLE,992 114 6973
1369,UNITED INTL,KANSAI,316-212-7309
2264,UNITED,LOS ANGELES,301 672 1092
2205,CATHAY PACIFIC,HONG KONG,795 137 0201
1383,UNITED INTL,SHANGHAI,381-883-5497
2762,DELTA,ATLANTA,100-531-4642
1034,AIR CANADA,VANCOUVER,994 923 6634
1156,SOUTHWEST,SAN DIEGO,920 355 8404
1336,UNITED INTL,KANSAI,(441) 445-6532
2522,ALASKA,SALT LAKE CITY,325 795 2455
1814,ALASKA,RALEIGH-DURHAM,593 829 6250
3263,UNITED,SAN DIEGO,566-482-9004
1288,UNITED INTL,LONDON HEATHROW,542 537 6770
3214,UNITED,SANTA BARBARA,716 191 1741
1614,VIRGIN ATLANTIC,LONDON HEATHROW,491-727-7162
2471,ALASKA,SALT LAKE CITY,167-336-5660
2308,QANTAS,SYDNEY,358 831 0725
2544,JETBLUE,LONG BEACH,432 979 7292
2561,JETBLUE,LONG BEACH,(205) 382-5599
669,UNITED,NEWARK,(208) 794-9612
3086,COPA,PANAMA CITY,728 662 3934
2987,AMERICAN,CHARLOTTE,380-918-8572
3124,COPA,PANAMA CITY,(905) 742-3525
1263,UNITED INTL,TOKYO-NARITA,151 434 6989
2928,TURKISH AIRLINES,ISTANBUL,755 544 2629
3129,ALASKA,NEWARK,633 181 4494
1773,AMERICAN,CHICAGO-O'HARE,346 706 5964
682,UNITED,NEWARK,688 690 2184
491,UNITED,DENVER,618 717 1697
857,ALASKA,PORTLAND,185-321-6877
1738,AIR CANADA,TORONTO,(147) 535-3529
1698,ALASKA,SANTA ANA,(152) 912-4118
520,ALASKA,PUERTO VALLARTA,726 943 7486
1035,AIR CANADA,VANCOUVER,(634) 521-4714
1916,AIR FRANCE/KLM,PARIS-DE GAULLE,670-248-0186
939,AIR CANADA,TORONTO,(121) 509-7306
1461,ALASKA,NEW YORK-JFK,(105) 635-5212
2908,TURKISH AIRLINES,ISTANBUL,(732) 168-0110
1612,VIRGIN ATLANTIC,LONDON HEATHROW,364 834 3150
1220,SOUTHWEST,LAS VEGAS,176 508 2778
2472,UNITED,CHICAGO-O'HARE,120 941 0833
284,UNITED,BALTIMORE,670 902 3199
1412,UNITED,KANSAS CITY,(214) 250-8756
3240,AMERICAN,PHOENIX,(119) 975-8484
1897,LUFTHANSA,MUNICH,297 484 3285
1660,EMIRATES,DUBAI,(489) 534-6272
688,AIR FRANCE/KLM,PARIS-DE GAULLE,(610) 716-5732
1102,DELTA,MINNEAPOLIS-ST. PAUL,(456) 925-4236
2213,CATHAY PACIFIC,HONG KONG,743-103-7645
1551,DELTA,NEW YORK-JFK,432-281-3682
1298,JETBLUE,NEW YORK-JFK,(167) 144-9470
1139,SOUTHWEST,SAN DIEGO,648 685 6188
2936,SOUTHWEST,SAN DIEGO,548 191 4898
275,UNITED,LOS ANGELES,288 110 9483
1134,SOUTHWEST,SAN DIEGO,946-558-5801
3212,AMERICAN,LOS ANGELES,388 744 9637
1657,EMIRATES,DUBAI,506 463 9129
2049,BRITISH AIRWAYS,LONDON HEATHROW,(848) 149-5208
789,AMERICAN,LOS ANGELES,(970) 908-2298
2804,SOUTHWEST,PHOENIX,(843) 120-5653
1690,CATHAY PACIFIC,HONG KONG,306 394 8640
1756,LUFTHANSA,MUNICH,170-641-3537
2133,AIR CANADA,VANCOUVER,860 723 5066
429,UNITED,HONOLULU,814-895-6610
815,ALASKA,PORTLAND,(139) 727-9901
960,AIR CANADA,VANCOUVER,598 735 8557
2797,WOW,REYKJAVIK,593 895 6761
3252,UNITED,SAN DIEGO,(817) 824-3849
865,AMERICAN,DALLAS-FT. WORTH,508 484 9738
362,ALASKA,NEWARK,719 489 4724
577,ALASKA,SEATTLE,503-671-4901
2144,AIR CANADA,VANCOUVER,275 649 8183
3044,UNITED,PORTLAND,968 130 7012
2358,JETBLUE,FT. LAUDERDALE,290 367 6676
1617,VIRGIN ATLANTIC,LONDON HEATHROW,499 766 9941
848,AMERICAN,DALLAS-FT. WORTH,538-393-2243
2605,UNITED,CHICAGO-O'HARE,(540) 362-7136
2012,AIR FRANCE/KLM,PARIS-DE GAULLE,(802) 910-1742
2196,AER LINGUS,DUBLIN,845 544 4748
2203,CATHAY PACIFIC,HONG KONG,784-458-8425
3120,COPA,PANAMA CITY,(365) 217-0634
1941,AIR FRANCE/KLM,PARIS-DE GAULLE,708 500 2758
3149,DELTA,SALT LAKE CITY,(594) 797-7729
743,ALASKA,NEW YORK-JFK,982 555 9504
1646,VIRGIN ATLANTIC,LONDON HEATHROW,477-307-3338
1648,VIRGIN ATLANTIC,LONDON HEATHROW,744-301-1148
917,AIR CANADA,TORONTO,389 484 8888
1495,FRONTIER,DENVER,739 303 6128
1728,AIR CANADA,TORONTO,175 905 9962
1946,AIR FRANCE/KLM,PARIS-DE GAULLE,(900) 462-1379
722,AIR FRANCE/KLM,PARIS-DE GAULLE,878-636-2294
1520,INTERJET,GUADALAJARA,(998) 692-1900
892,ALASKA,RALEIGH-DURHAM,994 421 8642
1865,ALASKA,KAHULUI,304-225-5895
2499,UNITED,DENVER,931-522-5498
3035,UNITED,PORTLAND,838 898 2275
1868,ALASKA,KAHULUI,718 187 7125
2347,DELTA,MINNEAPOLIS-ST. PAUL,943 561 8955
1497,FRONTIER,DENVER,341 261 6456
2776,WOW,REYKJAVIK,(507) 483-3618
709,CATHAY PACIFIC,HONG KONG,826 266 0205
328,UNITED,BURBANK,(380) 449-7849
2819,DELTA,LOS ANGELES,589-975-0198
557,EMIRATES,DUBAI,657 680 8781
1021,AIR CANADA,VANCOUVER,501-668-7869
2085,JETBLUE,LONG BEACH,224 365 8299
1246,UNITED INTL,TOKYO-NARITA,747 588 1968
766,ALASKA,NEW YORK-JFK,(706) 836-7047
2888,UNITED,AUSTIN,(698) 462-6742
1267,UNITED INTL,TOKYO-NARITA,748 446 1257
2882,EVA AIR,TAIPEI,525-552-4162
1961,CATHAY PACIFIC,HONG KONG,635-714-8302
2653,JETBLUE,BOSTON,114 668 2834
2217,CATHAY PACIFIC,HONG KONG,404 788 2855
3028,UNITED,PORTLAND,673 292 2444
761,ALASKA,NEW YORK-JFK,136 788 1426
338,ALASKA,SAN DIEGO,564 677 3934
685,AIR FRANCE/KLM,PARIS-DE GAULLE,213 981 7762
1909,UNITED,BOSTON,453-556-0852
894,ALASKA,RALEIGH-DURHAM,423 593 4483
2208,CATHAY PACIFIC,HONG KONG,820 609 7454
1779,UNITED,RALEIGH-DURHAM,131-641-1331
711,AIR FRANCE/KLM,PARIS-DE GAULLE,824 540 9579
2483,UNITED,DENVER,(753) 726-0123
1062,AIR CANADA,CALGARY,739 737 9041
817,ALASKA,PORTLAND,609-332-7370
1987,AIR FRANCE/KLM,AMSTERDAM,426-182-1365
1672,EMIRATES,DUBAI,(347) 782-5787
3161,UNITED,SAN DIEGO,898-210-6218
2194,CATHAY PACIFIC,HONG KONG,938 394 0411
3169,DELTA,LOS ANGELES,904 844 1759
1633,KOREAN AIR,SEOUL,658-861-4306
834,ALASKA,SEATTLE,(716) 184-1232
2392,UNITED INTL,BEIJING,380-105-1757
2074,JETBLUE,LONG BEACH,(969) 555-0453
3112,UNITED,SPOKANE,249 452 4370
642,ALASKA,WASHINGTON DC-DULLES,443 384 8253
1342,UNITED INTL,KANSAI,711 289 2247
1341,UNITED INTL,SHANGHAI,343-973-0193
3092,COPA,PANAMA CITY,367 650 3720
2895,WOW,REYKJAVIK,(265) 286-5671
691,AIR FRANCE/KLM,PARIS-DE GAULLE,148 630 8560
525,ALASKA,PUERTO VALLARTA,413-727-2672
724,CATHAY PACIFIC,HONG KONG,(162) 332-5838
381,ALASKA,SAN JOSE DEL CABO,(229) 604-7790
1760,LUFTHANSA,MUNICH,(892) 301-0333
1707,AIR FRANCE/KLM,PARIS-DE GAULLE,148 501 5084
1624,KOREAN AIR,SEOUL,564 780 8272
1943,AIR FRANCE/KLM,PARIS-DE GAULLE,524 190 0899
1120,DELTA,MINNEAPOLIS-ST. PAUL,463 792 2782
2202,AER LINGUS,DUBLIN,(331) 472-8624
3290,SOUTHWEST,DENVER,522-286-5318
927,AIR CANADA,TORONTO,310 719 4550
2572,JETBLUE,LONG BEACH,314-360-4288
308,UNITED,SAN DIEGO,(301) 534-5754
1068,AIR CANADA,CALGARY,822 271 5719
344,LUFTHANSA,FRANKFURT,(341) 473-0639
1729,AIR CANADA,TORONTO,(835) 882-3693
2702,UNITED,ORLANDO,465-550-6610
3057,PHILIPPINE AIRLINES,MANILA,388 100 1482
599,JETBLUE,BOSTON,(589) 194-0523
2352,DELTA,MINNEAPOLIS-ST. PAUL,982 842 4913
1570,UNITED INTL,HONG KONG,671 913 4563
3118,ALASKA,NEWARK,144 468 5864
2766,DELTA,ATLANTA,194 344 4039
706,CATHAY PACIFIC,HONG KONG,331 747 5714
1911,AIR FRANCE/KLM,PARIS-DE GAULLE,221-190-1449
704,AIR FRANCE/KLM,PARIS-DE GAULLE,(322) 843-0185
2567,JETBLUE,LONG BEACH,676-614-9095
3127,DELTA,SALT LAKE CITY,(190) 975-2514
1250,CHINA EASTERN,SHANGHAI,(909) 382-3774
2663,JETBLUE,BOSTON,956 257 9319
2080,AMERICAN,PHILADELPHIA,362 145 8268
229,AMERICAN,LOS ANGELES,570 727 3998
1787,UNITED,RALEIGH-DURHAM,225 964 9193
2942,SOUTHWEST,SAN DIEGO,227 419 9482
2749,AIR FRANCE/KLM,PARIS-DE GAULLE,949 360 7605
2691,UNITED,ORLANDO,(347) 896-3463
287,UNITED,BALTIMORE,794 939 9735
909,AIR CANADA,TORONTO,413 754 3034
1225,SOUTHWEST,LAS VEGAS,806 730 0459
1077,AIR CANADA,CALGARY,791 195 8909
427,UNITED,HONOLULU,691-318-3535
832,ALASKA,SEATTLE,852-386-6029
707,AIR FRANCE/KLM,PARIS-DE GAULLE,380 682 7795
2849,UNITED,SEATTLE,(355) 550-1392
2422,AIR NEW ZEALAND,AUCKLAND,247 586 4579
1639,VIRGIN ATLANTIC,LONDON HEATHROW,235 257 1041
1557,DELTA,NEW YORK-JFK,(705) 456-1905
1998,UNITED,BALTIMORE,106 756 2785
2329,AMERICAN,CHICAGO-O'HARE,(836) 207-8419
997,LUFTHANSA,MUNICH,(306) 552-1875
1906,LUFTHANSA,MUNICH,729-102-7511
1995,UNITED,BALTIMORE,795 583 0958
2961,SOUTHWEST,LOS ANGELES,700-431-3918
422,UNITED,INDIANAPOLIS,929 632 1068
2135,AIR CANADA,VANCOUVER,763 906 2495
2858,UNITED,SEATTLE,469 976 6796
1217,SOUTHWEST,LAS VEGAS,887-657-4143
1086,AIR CANADA,CALGARY,574-438-5329
996,LUFTHANSA,MUNICH,319 127 9518
1214,SOUTHWEST,LAS VEGAS,429 960 9710
1204,SOUTHWEST,LAS VEGAS,419 646 0299
1186,SOUTHWEST,LAS VEGAS,192 343 8515
2872,UNITED,WASHINGTON DC-DULLES,521 336 8581
974,LUFTHANSA,MUNICH,776 367 6109
2675,UNITED,CHICAGO-O'HARE,470 367 1392
347,ALASKA,SAN DIEGO,(944) 189-7555
633,ALASKA,WASHINGTON DC-DULLES,998-931-4783
613,ALASKA,WASHINGTON DC-DULLES,362-178-6307
1580,DELTA,DETROIT,(458) 404-9558
3291,SOUTHWEST,DENVER,212 286 7936
268,AIR CANADA,TORONTO,(481) 522-1039
446,UNITED,HONOLULU,(376) 611-4588
805,AMERICAN,LOS ANGELES,936 193 9690
1664,EMIRATES,DUBAI,(641) 544-6549
2025,BRITISH AIRWAYS,LONDON HEATHROW,797-870-7818
1691,CATHAY PACIFIC,HONG KONG,693 907 5353
1860,UNITED,LOS ANGELES,332 973 4943
2809,DELTA,LOS ANGELES,929 622 9077
423,UNITED,HONOLULU,649-379-5361
2276,UNITED,LOS ANGELES,(572) 748-6932
2747,AIR FRANCE/KLM,PARIS-DE GAULLE,395-892-5646
2155,CATHAY PACIFIC,HONG KONG,221-628-9561
199,AMERICAN,LOS ANGELES,(227) 801-6148
561,ALASKA,SEATTLE,549-649-1864
2938,TURKISH AIRLINES,ISTANBUL,342 941 0439
3151,DELTA,SALT LAKE CITY,701 390 9814
2017,BRITISH AIRWAYS,LONDON HEATHROW,(519) 573-6576
567,ALASKA,SEATTLE,919-342-0230
607,JETBLUE,BOSTON,364-759-2705
1533,ALASKA,LOS ANGELES,949 543 7906
2932,SOUTHWEST,SAN DIEGO,942 732 6403
1889,SINGAPORE AIRLINES,SINGAPORE,(900) 586-1787
2818,DELTA,LOS ANGELES,308-607-9855
2931,SOUTHWEST,SAN DIEGO,764 645 5740
1974,UNITED,BALTIMORE,472-337-8838
2013,UNITED,NEWARK,791 847 7278
3250,UNITED,SAN DIEGO,128 805 3828
202,AMERICAN,LOS ANGELES,365-832-0674
2176,FRONTIER,DENVER,123-282-3494
3273,UNITED,LAS VEGAS,285 424 4318
3275,UNITED,LAS VEGAS,452 352 1387
1115,DELTA,MINNEAPOLIS-ST. PAUL,129-377-8159
2915,DELTA,SEATTLE,222 143 3131
1099,DELTA,MINNEAPOLIS-ST. PAUL,162-451-0594
1710,AIR FRANCE/KLM,PARIS-DE GAULLE,(239) 325-5321
263,AIR CANADA,TORONTO,436-422-6171
3184,AMERICAN,DALLAS-FT. WORTH,605 284 4260
2053,UNITED,NEWARK,929-102-5905
2871,UNITED,WASHINGTON DC-DULLES,847 507 8268
2672,JETBLUE,BOSTON,452-811-8088
2975,AMERICAN,CHARLOTTE,799 143 1677
2949,SOUTHWEST,LOS ANGELES,196 756 4555
1727,AIR CANADA,TORONTO,119-444-0817
1015,AIR CANADA,VANCOUVER,885 454 0883
2481,UNITED,CHICAGO-O'HARE,945-998-0444
1080,AIR CANADA,CALGARY,(367) 897-7969
1535,DELTA,NEW YORK-JFK,163 241 9321
2953,SOUTHWEST,SAN DIEGO,594-176-5811
431,UNITED,INDIANAPOLIS,(621) 874-9973
2355,UNITED,AUSTIN,332 963 4103
1827,UNITED INTL,LONDON HEATHROW,389 318 3975
2634,JETBLUE,NEW YORK-JFK,894-593-7953
1895,LUFTHANSA,MUNICH,561-266-7842
2029,BRITISH AIRWAYS,LONDON HEATHROW,354-958-8052
2140,AIR CANADA,VANCOUVER,151 921 2775
2994,AMERICAN,MIAMI,901 140 3759
898,AIR CANADA,TORONTO,(426) 342-7378
1418,UNITED,LAS VEGAS,333-520-4811
643,ALASKA,NEW ORLEANS,(765) 191-1797
2426,UNITED,HONOLULU,850 914 9348
2613,UNITED,CHICAGO-O'HARE,246 272 9019
1574,UNITED INTL,HONG KONG,(400) 250-0871
3055,PHILIPPINE AIRLINES,MANILA,504 419 9191
2169,FRONTIER,DENVER,(434) 725-0561
1559,DELTA,NEW YORK-JFK,231 863 7554
2365,JETBLUE,FT. LAUDERDALE,(969) 207-3261
2769,DELTA,ATLANTA,939 253 9048
512,UNITED,KAHULUI,879-154-4494
1811,UNITED INTL,LONDON HEATHROW,577 786 2546
1577,UNITED INTL,HONG KONG,(994) 688-3259
2403,UNITED INTL,SYDNEY,841-717-4447
2388,UNITED INTL,SYDNEY,397-353-6309
1741,AIR CANADA,TORONTO,558 191 4548
1293,UNITED INTL,LONDON HEATHROW,905 768 2297
3287,SOUTHWEST,DENVER,348 522 2051
1857,ALASKA,KAHULUI,307-323-6861
2951,SOUTHWEST,SAN DIEGO,663 886 2487
2469,UNITED,DENVER,274 944 6097
2655,JETBLUE,BOSTON,(494) 308-3048
2713,DELTA,LOS ANGELES,328 307 0875
1070,AIR CANADA,CALGARY,673 524 3504
2657,JETBLUE,BOSTON,934 721 0615
3085,UNITED,SPOKANE,102-957-6486
3009,AMERICAN,MIAMI,(715) 288-8832
3081,COPA,PANAMA CITY,925 8846
210,AMERICAN,LOS ANGELES,637 281 4111
3142,DELTA,SALT LAKE CITY,(594) 448-6242
2893,WOW,REYKJAVIK,335 802 2651
2725,DELTA,LOS ANGELES,560 699 9908
1798,ALASKA,RALEIGH-DURHAM,451 163 0102
2608,AEROMEXICO,MEXICO CITY,613 800 0835
352,LUFTHANSA,FRANKFURT,370 453 5800
1171,SOUTHWEST,LOS ANGELES,192 507 5411
1339,UNITED INTL,KANSAI,182-227-4838
1791,UNITED,RALEIGH-DURHAM,647 126 2332
1905,LUFTHANSA,MUNICH,606 125 6957
2238,AER LINGUS,DUBLIN,728-404-5558
3193,CATHAY PACIFIC,HONG KONG,506 812 6052
985,LUFTHANSA,MUNICH,427-665-3475
1259,UNITED INTL,TOKYO-NARITA,808 739 7162
1893,LUFTHANSA,MUNICH,375-978-3305
2738,DELTA,LOS ANGELES,181-708-2089
1619,VIRGIN ATLANTIC,LONDON HEATHROW,(802) 810-5574
448,UNITED,HONOLULU,242-540-4234
655,UNITED INTL,MUNICH,105 116 9695
1508,HAWAIIAN AIR,HONOLULU,(867) 891-0871
1510,HAWAIIAN AIR,HONOLULU,945 144 7892
3231,ALASKA,PORTLAND,531 895 6695
2564,JETBLUE,LONG BEACH,(533) 213-4368
1965,CATHAY PACIFIC,HONG KONG,894 810 2674
1817,UNITED INTL,LONDON HEATHROW,943 812 6349
1282,CHINA SOUTHERN,WUHAN,476 168 4235
1816,UNITED INTL,LONDON HEATHROW,931 385 6757
763,AIR CANADA,TORONTO,(324) 188-6781
1609,VIRGIN ATLANTIC,LONDON HEATHROW,100 378 8095
1802,UNITED INTL,LONDON HEATHROW,459 572 0244
2595,JETBLUE,BOSTON,397-362-5469
1921,AIR FRANCE/KLM,PARIS-DE GAULLE,(102) 928-7959
1387,UNITED INTL,PARIS-DE GAULLE,(439) 568-6611
1480,ALASKA,NEW YORK-JFK,(767) 205-0604
1743,CATHAY PACIFIC,HONG KONG,(890) 548-9219
2757,AIR FRANCE/KLM,PARIS-DE GAULLE,938 982 5585
1488,FRONTIER,DENVER,769-472-2992
2204,AER LINGUS,DUBLIN,190 204 1154
2508,UNITED,NEWARK,(649) 925-8489
2889,UNITED,AUSTIN,321 616 1013
2277,UNITED,BAKERSFIELD,(156) 837-4491
1595,SOUTHWEST,LOS ANGELES,178-232-0815
2099,UNITED INTL,MEXICO CITY,(882) 304-9032
1445,UNITED,PORTLAND,828 549 6666
2230,AER LINGUS,DUBLIN,280 544 4554
2629,JETBLUE,NEW YORK-JFK,183 208 5054
3172,AMERICAN,DALLAS-FT. WORTH,(971) 548-6611
1920,AIR FRANCE/KLM,PARIS-DE GAULLE,(828) 153-5819
1924,AIR FRANCE/KLM,PARIS-DE GAULLE,203 448 1522
2142,AIR CANADA,VANCOUVER,900-871-9056
2755,AIR FRANCE/KLM,PARIS-DE GAULLE,406-167-1379
1986,AIR FRANCE/KLM,AMSTERDAM,(906) 850-9192
529,EMIRATES,DUBAI,(859) 777-8245
3157,UNITED,SAN DIEGO,641-635-8466
1782,UNITED,RALEIGH-DURHAM,807-671-6158
3068,UNITED,SPOKANE,(589) 270-7518
1455,UNITED,PORTLAND,768 529 8051
488,ALASKA,PORTLAND,220 660 0306
2680,UNITED,ORLANDO,928-179-7556
3065,UNITED,SPOKANE,153 756 0278
3254,UNITED,SAN DIEGO,273 829 9197
331,ALASKA,SAN DIEGO,269 463 0911
3284,SOUTHWEST,DENVER,696 984 8826
2321,SOUTHWEST,LOS ANGELES,905-903-5258
2448,JETBLUE,BOSTON,267 332 4709
3038,UNITED,PORTLAND,(146) 129-5118
1634,KOREAN AIR,SEOUL,(927) 747-9822
2120,JETBLUE,LONG BEACH,534 216 6666
2877,EVA AIR,TAIPEI,(481) 479-7013
1254,CHINA EASTERN,SHANGHAI,971 175 2968
1600,SINGAPORE AIRLINES,SINGAPORE,(716) 777-3762
2778,UNITED,AUSTIN,274-863-3205
2562,JETBLUE,BOSTON,(217) 589-0596
1714,AIR FRANCE/KLM,PARIS-DE GAULLE,928 445 5474
2619,INTERJET,GUADALAJARA,858 990 5153
1486,FRONTIER,DENVER,731-813-2043
1803,ALASKA,RALEIGH-DURHAM,563-732-6802
2494,UNITED,DENVER,145 725 4021
2489,UNITED,DENVER,931 311 5801
2161,FRONTIER,DENVER,(637) 782-6989
1460,UNITED,PORTLAND,172 990 3485
3090,COPA,PANAMA CITY,872 325 4341
1019,AIR CANADA,VANCOUVER,(359) 803-9809
693,CATHAY PACIFIC,HONG KONG,152 790 8238
9,SOUTHWEST,LOS ANGELES,330 561 9257
3073,PHILIPPINE AIRLINES,MANILA,437 420 7546
2258,WOW,REYKJAVIK,495 632 4027
2867,UNITED,WASHINGTON DC-DULLES,(416) 788-2844
477,UNITED,DENVER,311-305-4367
677,AIR FRANCE/KLM,PARIS-DE GAULLE,817-400-0481
2674,JETBLUE,BOSTON,430 723 1079
2707,DELTA,LOS ANGELES,(729) 609-4819
992,LUFTHANSA,MUNICH,(201) 737-4409
2395,UNITED INTL,BEIJING,(137) 611-3694
2091,AMERICAN,PHILADELPHIA,226 490 8696
1540,DELTA,NEW YORK-JFK,123 570 8640
1744,CATHAY PACIFIC,HONG KONG,665 803 2453
3219,ALASKA,PORTLAND,(812) 869-6263
2870,UNITED,WASHINGTON DC-DULLES,639 132 6386
1377,UNITED INTL,PARIS-DE GAULLE,(194) 198-0504
1809,ALASKA,RALEIGH-DURHAM,437 886 0753
2104,JETBLUE,LONG BEACH,626 756 5089
2925,TURKISH AIRLINES,ISTANBUL,(299) 137-6993
3189,DELTA,LOS ANGELES,714 950 3364
2190,CATHAY PACIFIC,HONG KONG,653-786-5985
1969,CATHAY PACIFIC,HONG KONG,518 286 5956
3255,UNITED,SAN DIEGO,194 960 2145
692,CATHAY PACIFIC,HONG KONG,362-136-1153
3116,ALASKA,NEWARK,376-456-0697
2704,SOUTHWEST,DENVER,657 832 1189
1097,DELTA,MINNEAPOLIS-ST. PAUL,962-918-6117
733,AIR FRANCE/KLM,PARIS-DE GAULLE,692 929 3592
2368,UNITED,AUSTIN,805-877-3887
2708,AIR FRANCE/KLM,PARIS-DE GAULLE,(739) 710-2966
2733,DELTA,LOS ANGELES,819 732 4132
1170,DELTA,NEW YORK-JFK,367 221 9710
1786,UNITED,RALEIGH-DURHAM,361 154 1789
623,ALASKA,WASHINGTON DC-DULLES,680 488 1182
3170,AMERICAN,DALLAS-FT. WORTH,928 638 1186
1309,JETBLUE,NEW YORK-JFK,588-693-9875
3283,SOUTHWEST,DENVER,681-308-7915
3234,ALASKA,PORTLAND,783 647 8490
3195,CATHAY PACIFIC,HONG KONG,897 847 0632
